Geneid	ENSEMBL	log2FoldChange	padj	DEG
Gm8913	ENSMUSG00000109676.1	0.02	NA	NS
Olfr678	ENSMUSG00000073913.2	0.03	NA	NS
Gm17989	ENSMUSG00000109972.1	0.02	NA	NS
Gm45557	ENSMUSG00000110293.1	0	NA	NS
Olfr679	ENSMUSG00000096029.4	0.04	NA	NS
Olfr680-ps1	ENSMUSG00000041885.5	0.02	NA	NS
Gm17990	ENSMUSG00000110117.1	0.03	NA	NS
Gm45558	ENSMUSG00000109742.1	0.02	NA	NS
Olfr681	ENSMUSG00000095248.3	0.04	NA	NS
Olfr682-ps1	ENSMUSG00000059768.7	0.02	NA	NS
Olfr683	ENSMUSG00000044120.5	0	NA	NS
Gm45374	ENSMUSG00000109918.1	NA	NA	NS
Olfr684	ENSMUSG00000047225.8	0.08	NA	NS
Olfr685	ENSMUSG00000047794.6	0.09	NA	NS
Olfr686	ENSMUSG00000048425.3	0.05	NA	NS
Olfr687	ENSMUSG00000073908.5	0.01	NA	NS
Olfr688	ENSMUSG00000073909.2	0	NA	NS
Olfr689	ENSMUSG00000073907.3	0.12	NA	NS
Gm45331	ENSMUSG00000110265.1	0.01	NA	NS
Olfr690	ENSMUSG00000050266.6	0	NA	NS
Olfr691	ENSMUSG00000043948.2	0.04	NA	NS
Olfr692	ENSMUSG00000073906.3	0	NA	NS
Gm5901	ENSMUSG00000078611.3	NA	NA	NS
Gm45885	ENSMUSG00000110366.1	0.03	NA	NS
Cnga4	ENSMUSG00000030897.5	0.04	NA	NS
Gm4972	ENSMUSG00000109609.1	0.06	NA	NS
Cckbr	ENSMUSG00000030898.15	0.01	NA	NS
Gm45667	ENSMUSG00000109735.1	0	NA	NS
Hpx	ENSMUSG00000030895.9	0.06	NA	NS
Gm45632	ENSMUSG00000110077.1	0.05	NA	NS
Gm45799	ENSMUSG00000110234.2	0.03	NA	NS
Gm22504	ENSMUSG00000064897.1	NA	NA	NS
Mrps36-ps2	ENSMUSG00000081911.1	-0.03	NA	NS
Dchs1	ENSMUSG00000036862.15	0.04	NA	NS
Gm15645	ENSMUSG00000086414.2	0	NA	NS
Gm45684	ENSMUSG00000110141.1	0	NA	NS
Gm4070	ENSMUSG00000078606.8	0.02	NA	NS
Gm20663	ENSMUSG00000093378.2	-0.01	NA	NS
Gm18852	ENSMUSG00000099241.2	0.02	NA	NS
Gm27228	ENSMUSG00000099276.1	-0.01	NA	NS
Gm8982	ENSMUSG00000098987.1	0	NA	NS
Gvin1	ENSMUSG00000045868.12	0	NA	NS
Gm18853	ENSMUSG00000098934.1	NA	NA	NS
Gm27150	ENSMUSG00000098945.1	NA	NA	NS
Gm4759	ENSMUSG00000053541.3	0.06	NA	NS
Gm22372	ENSMUSG00000077777.1	NA	NA	NS
Olfr693	ENSMUSG00000051680.3	0.07	NA	NS
Olfr694	ENSMUSG00000064223.4	0.06	NA	NS
Gm44857	ENSMUSG00000109011.1	NA	NA	NS
Olfr695	ENSMUSG00000108948.3	0.06	NA	NS
Olfr696-ps1	ENSMUSG00000109365.2	0.12	NA	NS
Olfr697	ENSMUSG00000051591.4	0.08	NA	NS
Olfr698	ENSMUSG00000059087.4	0.03	NA	NS
Olfr699	ENSMUSG00000096714.2	0.01	NA	NS
Olfr700	ENSMUSG00000094493.2	0.03	NA	NS
4930458B22Rik	ENSMUSG00000109861.1	0.02	NA	NS
Olfr701	ENSMUSG00000036744.13	0.05	NA	NS
Olfr702	ENSMUSG00000056863.5	0	NA	NS
Olfr703	ENSMUSG00000073901.4	0.01	NA	NS
Olfr704	ENSMUSG00000073900.5	0.07	NA	NS
Olfr705	ENSMUSG00000109058.3	0.13	NA	NS
Olfr706	ENSMUSG00000109354.2	0.05	NA	NS
Olfr707	ENSMUSG00000069390.5	0.03	NA	NS
Olfr1532-ps1	ENSMUSG00000073899.3	-0.05	NA	NS
Olfr709-ps1	ENSMUSG00000062553.3	0.01	NA	NS
Olfr710	ENSMUSG00000045581.7	-0.01	NA	NS
Gm44582	ENSMUSG00000108933.1	-0.01	NA	NS
Olfr6	ENSMUSG00000036647.5	0.22	NA	NS
Olfr711	ENSMUSG00000045013.7	0.07	NA	NS
Olfr712-ps1	ENSMUSG00000109246.2	0.02	NA	NS
Olfr2	ENSMUSG00000070417.6	0.01	NA	NS
Olfr713	ENSMUSG00000073898.3	0.07	NA	NS
Gm17991	ENSMUSG00000108862.1	-0.01	NA	NS
Olfr714	ENSMUSG00000049674.7	0.06	NA	NS
Gm45023	ENSMUSG00000109391.1	NA	NA	NS
Olfr17	ENSMUSG00000073897.5	0.07	NA	NS
Olfr715b	ENSMUSG00000062987.6	0.07	NA	NS
Gm45868	ENSMUSG00000110209.1	NA	NA	NS
Olfr715	ENSMUSG00000060503.6	0.06	NA	NS
Olfr716	ENSMUSG00000073896.5	0.11	NA	NS
Nlrp14	ENSMUSG00000016626.10	0.09	NA	NS
Gm3765	ENSMUSG00000086261.1	-0.02	NA	NS
Rbmxl2	ENSMUSG00000073894.1	-0.01	NA	NS
Platr28	ENSMUSG00000057215.6	0.01	NA	NS
Gm24932	ENSMUSG00000076951.1	NA	NA	NS
Gm19033	ENSMUSG00000109078.1	0.01	NA	NS
Syt9	ENSMUSG00000062542.11	-0.03	NA	NS
Olfml1	ENSMUSG00000051041.7	0.09	NA	NS
Gm44773	ENSMUSG00000109374.1	0	NA	NS
Ppfibp2	ENSMUSG00000036528.15	-0.01	NA	NS
5330417H12Rik	ENSMUSG00000049740.2	NA	NA	NS
Gm44772	ENSMUSG00000109563.1	NA	NA	NS
Cyb5r2	ENSMUSG00000048065.8	0	NA	NS
Gm45040	ENSMUSG00000109402.1	0.03	NA	NS
Ovch2	ENSMUSG00000048236.8	0.04	NA	NS
Olfr467	ENSMUSG00000066242.3	0.05	NA	NS
Olfr468-ps1	ENSMUSG00000109192.2	0.03	NA	NS
Olfr469	ENSMUSG00000095910.2	0.08	NA	NS
Gm5002	ENSMUSG00000108863.2	-0.01	NA	NS
Olfr470	ENSMUSG00000109542.2	0.03	NA	NS
Olfr471	ENSMUSG00000109788.1	-0.01	NA	NS
Gm10156	ENSMUSG00000066245.5	0.15	NA	NS
Olfr472	ENSMUSG00000073893.6	0.16	NA	NS
Olfr473	ENSMUSG00000095212.4	0.06	NA	NS
Gm9449	ENSMUSG00000108892.1	-0.01	NA	NS
Olfr474	ENSMUSG00000094197.1	-0.01	NA	NS
Olfr476	ENSMUSG00000095301.2	0.1	NA	NS
Olfr477	ENSMUSG00000096151.2	0.03	NA	NS
Gm6702	ENSMUSG00000108844.1	0.03	NA	NS
Olfr478	ENSMUSG00000094426.3	0.01	NA	NS
Olfr479	ENSMUSG00000043855.7	-0.01	NA	NS
Olfr480	ENSMUSG00000063120.5	0.02	NA	NS
Olfr481	ENSMUSG00000054236.6	0.05	NA	NS
Gm45375	ENSMUSG00000109670.1	NA	NA	NS
Olfr482	ENSMUSG00000059031.3	0.06	NA	NS
Gm44870	ENSMUSG00000109484.1	NA	NA	NS
Olfr483	ENSMUSG00000078118.5	0.06	NA	NS
Gm25424	ENSMUSG00000088237.1	NA	NA	NS
Olfr484	ENSMUSG00000110171.2	0.09	NA	NS
Olfr485	ENSMUSG00000108995.1	0.06	NA	NS
Olfr486	ENSMUSG00000096068.1	0.01	NA	NS
Gm18944	ENSMUSG00000108916.1	0	NA	NS
Olfr487	ENSMUSG00000095929.2	0.08	NA	NS
Olfr488	ENSMUSG00000096465.3	0.16	NA	NS
Gm6007	ENSMUSG00000109174.1	0.01	NA	NS
Olfr489-ps1	ENSMUSG00000109639.1	0.03	NA	NS
Olfr490	ENSMUSG00000109884.3	0.03	NA	NS
Gm44594	ENSMUSG00000109004.1	0.01	NA	NS
Olfr491	ENSMUSG00000094612.3	0.06	NA	NS
Olfr492	ENSMUSG00000109497.1	0.04	NA	NS
Olfr493	ENSMUSG00000093980.1	0.01	NA	NS
Olfr494	ENSMUSG00000109631.1	0.02	NA	NS
Gm45392	ENSMUSG00000109934.1	0	NA	NS
Olfr495	ENSMUSG00000110253.2	0.04	NA	NS
Olfr496-ps1	ENSMUSG00000109426.2	0	NA	NS
Olfr497	ENSMUSG00000095239.4	0.05	NA	NS
Gm44611	ENSMUSG00000109081.1	0.01	NA	NS
Olfr498	ENSMUSG00000096679.3	0	NA	NS
Olfr499-ps1	ENSMUSG00000109213.2	0.01	NA	NS
Olfr500-ps1	ENSMUSG00000108939.2	0.01	NA	NS
Olfr501-ps1	ENSMUSG00000110204.1	0.04	NA	NS
Olfr502	ENSMUSG00000058014.4	0.01	NA	NS
Gm5053	ENSMUSG00000109250.1	0.08	NA	NS
Olfr503	ENSMUSG00000060759.4	-0.01	NA	NS
Olfr504	ENSMUSG00000060105.2	0	NA	NS
Gm18410	ENSMUSG00000109306.1	0.02	NA	NS
Gm44865	ENSMUSG00000108837.1	0.02	NA	NS
Olfr505-ps1	ENSMUSG00000108998.2	0.04	NA	NS
Gm19127	ENSMUSG00000109471.1	0.03	NA	NS
Olfr506	ENSMUSG00000058244.4	0.02	NA	NS
Olfr507	ENSMUSG00000061000.1	0	NA	NS
Olfr508	ENSMUSG00000063764.2	0.01	NA	NS
Olfr509	ENSMUSG00000049280.4	0.09	NA	NS
Olfr510	ENSMUSG00000096209.4	0.01	NA	NS
Olfr511-ps1	ENSMUSG00000109070.2	0.01	NA	NS
Olfr512	ENSMUSG00000056946.4	0.03	NA	NS
Olfr513	ENSMUSG00000051200.3	0.06	NA	NS
Gm45232	ENSMUSG00000109207.1	NA	NA	NS
Olfr514	ENSMUSG00000066241.2	0.04	NA	NS
Olfr515-ps1	ENSMUSG00000109406.2	NA	NA	NS
Olfr516	ENSMUSG00000062434.2	0.06	NA	NS
Gm17992	ENSMUSG00000109553.1	-0.02	NA	NS
Olfr517	ENSMUSG00000066240.3	0.01	NA	NS
Olfr518	ENSMUSG00000046431.2	0.06	NA	NS
Olfr519	ENSMUSG00000066239.2	0.01	NA	NS
Nlrp10	ENSMUSG00000049709.4	0.03	NA	NS
Tub	ENSMUSG00000031028.14	0.11	NA	NS
Gm26599	ENSMUSG00000097220.1	0.02	NA	NS
Gm25450	ENSMUSG00000094199.1	-0.01	NA	NS
Lmo1	ENSMUSG00000036111.8	-0.02	NA	NS
Gm44781	ENSMUSG00000109107.1	0	NA	NS
Gm45024	ENSMUSG00000109001.1	0.02	NA	NS
Stk33	ENSMUSG00000031027.15	0.03	NA	NS
Gm9105	ENSMUSG00000081370.1	0.03	NA	NS
1700095J03Rik	ENSMUSG00000085407.1	0.02	NA	NS
Trim66	ENSMUSG00000031026.15	0.05	NA	NS
Snora3	ENSMUSG00000065016.1	NA	NA	NS
Gm47284	ENSMUSG00000105232.1	0	NA	NS
Gm24888	ENSMUSG00000077575.1	-0.05	NA	NS
Gm44864	ENSMUSG00000109499.1	0.04	NA	NS
BC051019	ENSMUSG00000031022.15	0.15	NA	NS
Ascl3	ENSMUSG00000035951.2	0.01	NA	NS
Nrip3	ENSMUSG00000034825.14	0.12	NA	NS
Gm22822	ENSMUSG00000094713.1	NA	NA	NS
Scube2	ENSMUSG00000007279.14	-0.01	NA	NS
Gm24842	ENSMUSG00000089306.1	NA	NA	NS
1600010M07Rik	ENSMUSG00000101585.6	0.08	NA	NS
Gm23100	ENSMUSG00000065389.1	NA	NA	NS
Gm25636	ENSMUSG00000064600.1	-0.02	NA	NS
Gm45515	ENSMUSG00000109799.1	0.09	NA	NS
Gm9132	ENSMUSG00000110102.1	-0.02	NA	NS
Gm9064	ENSMUSG00000091117.1	0.01	NA	NS
Gm17219	ENSMUSG00000090855.1	0	NA	NS
Gm10087	ENSMUSG00000060777.4	-0.01	NA	NS
Gm28863	ENSMUSG00000099803.1	0.01	NA	NS
Gm21123	ENSMUSG00000109700.1	-0.02	NA	NS
Gm18907	ENSMUSG00000109749.1	-0.01	NA	NS
B430319F04Rik	ENSMUSG00000110062.1	-0.07	NA	NS
Gm47282	ENSMUSG00000106468.1	-0.01	NA	NS
Lyve1	ENSMUSG00000030787.4	0	NA	NS
Gm16336	ENSMUSG00000087160.1	-0.01	NA	NS
Gm23262	ENSMUSG00000088948.1	0	NA	NS
Gm45378	ENSMUSG00000110326.1	0.01	NA	NS
5430402P08Rik	ENSMUSG00000109808.1	0.03	NA	NS
Gm5338	ENSMUSG00000109867.1	-0.02	NA	NS
Galnt18	ENSMUSG00000038296.14	-0.02	NA	NS
Gm25787	ENSMUSG00000077902.1	0.02	NA	NS
Gm45588	ENSMUSG00000110065.1	0.02	NA	NS
Gm23345	ENSMUSG00000065751.1	-0.01	NA	NS
Parvaos	ENSMUSG00000085049.1	0.03	NA	NS
2310014F06Rik	ENSMUSG00000085945.3	0.24	NA	NS
Gm24154	ENSMUSG00000093002.1	-0.01	NA	NS
Gm45473	ENSMUSG00000109611.1	0.03	NA	NS
Gm44462	ENSMUSG00000106046.1	0	NA	NS
Gm5599	ENSMUSG00000110109.1	0.01	NA	NS
Gm33586	ENSMUSG00000110207.1	-0.01	NA	NS
4930543E12Rik	ENSMUSG00000110009.1	0.05	NA	NS
Gm23662	ENSMUSG00000088671.1	NA	NA	NS
Gm45355	ENSMUSG00000109959.1	-0.04	NA	NS
Gm15994	ENSMUSG00000082183.1	0.02	NA	NS
Pth	ENSMUSG00000059077.6	0.02	NA	NS
Gm45614	ENSMUSG00000110262.1	0	NA	NS
Gm18780	ENSMUSG00000109779.1	0.05	NA	NS
Far1os	ENSMUSG00000084984.8	0	NA	NS
Gm45612	ENSMUSG00000109968.1	-0.01	NA	NS
Gm23700	ENSMUSG00000089467.1	NA	NA	NS
Gm5600	ENSMUSG00000073862.4	-0.02	NA	NS
Gm29507	ENSMUSG00000101755.1	0.04	NA	NS
Gm45615	ENSMUSG00000110248.1	-0.02	NA	NS
Gm45454	ENSMUSG00000110407.1	0.17	NA	NS
4933406I18Rik	ENSMUSG00000087475.3	0.03	NA	NS
Calca	ENSMUSG00000030669.13	0.08	NA	NS
Gm18599	ENSMUSG00000108349.1	0	NA	NS
Calcb	ENSMUSG00000030666.11	0.15	NA	NS
Gm24982	ENSMUSG00000077644.1	NA	NA	NS
Gm45017	ENSMUSG00000108683.1	-0.01	NA	NS
Rps4l-ps	ENSMUSG00000046411.2	-0.03	NA	NS
Gm22669	ENSMUSG00000089348.1	0.01	NA	NS
Gm45020	ENSMUSG00000108419.1	0.01	NA	NS
A730082K24Rik	ENSMUSG00000108379.1	0	NA	NS
Gm34225	ENSMUSG00000108722.1	0.03	NA	NS
Rpl19-ps10	ENSMUSG00000108401.1	0.03	NA	NS
Gm27684	ENSMUSG00000099211.1	NA	NA	NS
Gm45025	ENSMUSG00000108489.1	0.01	NA	NS
Sox6os	ENSMUSG00000030664.3	-0.01	NA	NS
1700003G18Rik	ENSMUSG00000087621.7	0.04	NA	NS
Gm4353	ENSMUSG00000091900.2	-0.01	NA	NS
Gm44867	ENSMUSG00000108650.1	0.13	NA	NS
Snord14a	ENSMUSG00000064741.1	NA	NA	NS
Gm45033	ENSMUSG00000108500.1	0	NA	NS
C430039J01Rik	ENSMUSG00000108359.1	0.04	NA	NS
Gm45031	ENSMUSG00000108566.1	0.01	NA	NS
Gm45151	ENSMUSG00000108736.1	0	NA	NS
4732496C06Rik	ENSMUSG00000108456.1	0.05	NA	NS
n-R5s157	ENSMUSG00000084492.1	0.01	NA	NS
Gm25423	ENSMUSG00000088234.1	0	NA	NS
Gm6008	ENSMUSG00000108740.1	-0.02	NA	NS
Gm26054	ENSMUSG00000064971.1	0	NA	NS
Gm39075	ENSMUSG00000108303.1	0.04	NA	NS
Gm45153	ENSMUSG00000108693.1	0	NA	NS
Gm24063	ENSMUSG00000088116.1	-0.01	NA	NS
Gm25683	ENSMUSG00000065874.1	-0.01	NA	NS
Gm45084	ENSMUSG00000109045.1	0	NA	NS
4930583K01Rik	ENSMUSG00000055159.7	0.02	NA	NS
Gm45155	ENSMUSG00000108980.1	-0.03	NA	NS
Gm23229	ENSMUSG00000087922.1	-0.01	NA	NS
Gm35309	ENSMUSG00000108856.1	0	NA	NS
Syt17	ENSMUSG00000058420.8	0.09	NA	NS
Gm44652	ENSMUSG00000109167.1	0.04	NA	NS
B230311B06Rik	ENSMUSG00000109284.1	0.01	NA	NS
Gm45236	ENSMUSG00000109357.1	NA	NA	NS
1700016B15Rik	ENSMUSG00000108979.1	-0.02	NA	NS
Gm44549	ENSMUSG00000109303.1	0	NA	NS
Gm44550	ENSMUSG00000109379.1	-0.03	NA	NS
Gm26147	ENSMUSG00000077667.1	0	NA	NS
Iqck	ENSMUSG00000073856.11	0.09	NA	NS
Gm44763	ENSMUSG00000109517.1	0	NA	NS
Gprc5b	ENSMUSG00000008734.9	-0.05	NA	NS
Gpr139	ENSMUSG00000066197.5	0.12	NA	NS
Gm4083	ENSMUSG00000108921.1	0.07	NA	NS
Gm23321	ENSMUSG00000077653.1	-0.01	NA	NS
Gp2	ENSMUSG00000030954.10	0.19	NA	NS
Umod	ENSMUSG00000030963.6	0.12	NA	NS
Gm44588	ENSMUSG00000109254.1	NA	NA	NS
Pdilt	ENSMUSG00000030968.3	0.04	NA	NS
Gm37518	ENSMUSG00000103258.1	0.04	NA	NS
Gm26967	ENSMUSG00000098014.1	0.04	NA	NS
Acsm2	ENSMUSG00000030945.17	0.11	NA	NS
Gm39078	ENSMUSG00000109478.1	0	NA	NS
Acsm1	ENSMUSG00000033533.14	0.08	NA	NS
Gm19950	ENSMUSG00000109093.1	0.07	NA	NS
Gm45792	ENSMUSG00000108884.1	0.06	NA	NS
Acsm4	ENSMUSG00000047026.9	0.02	NA	NS
Gm44866	ENSMUSG00000109233.1	-0.03	NA	NS
Ppp1ccb	ENSMUSG00000100153.2	-0.04	NA	NS
Gm19963	ENSMUSG00000109404.1	-0.01	NA	NS
Gm44966	ENSMUSG00000108915.1	NA	NA	NS
Gm25217	ENSMUSG00000088172.1	0.01	NA	NS
4930560O18Rik	ENSMUSG00000109445.1	-0.04	NA	NS
Tmem159	ENSMUSG00000030917.13	0.02	NA	NS
Zp2	ENSMUSG00000030911.7	0.09	NA	NS
4930505K13Rik	ENSMUSG00000109414.1	NA	NA	NS
Abca14	ENSMUSG00000062017.15	0.06	NA	NS
Abca15	ENSMUSG00000054746.18	0.1	NA	NS
Gm9165	ENSMUSG00000109326.1	0	NA	NS
Gm16475	ENSMUSG00000109578.1	-0.01	NA	NS
Gm32916	ENSMUSG00000109113.1	0.04	NA	NS
E130201H02Rik	ENSMUSG00000044141.8	-0.02	NA	NS
Gm45113	ENSMUSG00000108911.1	0.15	NA	NS
Gm45112	ENSMUSG00000109304.1	-0.01	NA	NS
Pdzd9	ENSMUSG00000030887.4	-0.07	NA	NS
4930588G17Rik	ENSMUSG00000108935.1	0.04	NA	NS
Gm44661	ENSMUSG00000108830.1	0.04	NA	NS
Vwa3a	ENSMUSG00000030889.14	0.02	NA	NS
Gm5737	ENSMUSG00000109392.1	0.07	NA	NS
Gm45047	ENSMUSG00000109337.1	0	NA	NS
Mfsd13b	ENSMUSG00000030877.11	-0.05	NA	NS
Gm25924	ENSMUSG00000088935.1	-0.01	NA	NS
Gm9905	ENSMUSG00000053358.2	-0.06	NA	NS
Gm45137	ENSMUSG00000109206.1	0	NA	NS
Gm27991	ENSMUSG00000099280.1	NA	NA	NS
Gm44901	ENSMUSG00000108954.1	0.07	NA	NS
2210406H18Rik	ENSMUSG00000109036.1	-0.06	NA	NS
Gm9240	ENSMUSG00000108502.1	-0.01	NA	NS
Gm45079	ENSMUSG00000108627.1	0.03	NA	NS
4930486N12Rik	ENSMUSG00000108697.1	0.02	NA	NS
Gm36736	ENSMUSG00000108351.1	NA	NA	NS
Hs3st2	ENSMUSG00000046321.8	0	NA	NS
4933432K03Rik	ENSMUSG00000108811.1	0.09	NA	NS
1700025J12Rik	ENSMUSG00000108409.1	0.03	NA	NS
Usp31	ENSMUSG00000063317.7	-0.01	NA	NS
1700069B07Rik	ENSMUSG00000053081.3	-0.01	NA	NS
Scnn1g	ENSMUSG00000000216.8	0.03	NA	NS
Gm44740	ENSMUSG00000108410.1	0.05	NA	NS
Scnn1b	ENSMUSG00000030873.9	-0.02	NA	NS
Gm44987	ENSMUSG00000108511.1	0	NA	NS
Gm16326	ENSMUSG00000089631.2	NA	NA	NS
Gm29977	ENSMUSG00000108708.1	0.05	NA	NS
Gm23614	ENSMUSG00000064532.1	NA	NA	NS
Gm45191	ENSMUSG00000108752.1	-0.02	NA	NS
Gm44664	ENSMUSG00000108522.1	-0.03	NA	NS
Gm44663	ENSMUSG00000108317.1	0.01	NA	NS
Gm14388	ENSMUSG00000084230.1	0.02	NA	NS
Gm26414	ENSMUSG00000088299.1	-0.01	NA	NS
Gm44745	ENSMUSG00000108455.1	0.07	NA	NS
Gm14389	ENSMUSG00000087520.2	0.01	NA	NS
Gm44746	ENSMUSG00000108341.1	0.02	NA	NS
Cacng3	ENSMUSG00000066189.9	0	NA	NS
Gm44749	ENSMUSG00000108718.1	0.09	NA	NS
Gm29759	ENSMUSG00000108529.1	0.01	NA	NS
Gm20274	ENSMUSG00000108551.1	-0.01	NA	NS
Gm45846	ENSMUSG00000110230.1	NA	NA	NS
Gm45847	ENSMUSG00000109814.1	-0.01	NA	NS
Gm23559	ENSMUSG00000088449.1	-0.02	NA	NS
Zkscan2	ENSMUSG00000030757.13	0.07	NA	NS
Gm23788	ENSMUSG00000084484.1	-0.01	NA	NS
Gm26974	ENSMUSG00000098160.3	0.05	NA	NS
Gm27040	ENSMUSG00000098129.1	0.02	NA	NS
Hs3st4	ENSMUSG00000078591.1	0.02	NA	NS
Gm25759	ENSMUSG00000077176.1	NA	NA	NS
Gm15338	ENSMUSG00000085899.1	0	NA	NS
Gm15339	ENSMUSG00000085892.1	0.01	NA	NS
Gm23168	ENSMUSG00000087781.1	NA	NA	NS
3100003L05Rik	ENSMUSG00000086254.1	0	NA	NS
Gm45092	ENSMUSG00000108623.1	-0.01	NA	NS
Gm45093	ENSMUSG00000108407.1	0.07	NA	NS
Glud-ps	ENSMUSG00000108799.1	-0.05	NA	NS
Gm21957	ENSMUSG00000073844.5	0.02	NA	NS
4933440M02Rik	ENSMUSG00000045928.2	0.02	NA	NS
4930533L02Rik	ENSMUSG00000104236.1	0.01	NA	NS
4930571K23Rik	ENSMUSG00000090457.3	0.02	NA	NS
Gm30717	ENSMUSG00000108814.1	0	NA	NS
Gm4973	ENSMUSG00000108615.1	0.04	NA	NS
Gm44876	ENSMUSG00000108524.1	-0.01	NA	NS
Gsg1l	ENSMUSG00000046182.8	0.08	NA	NS
Gm44874	ENSMUSG00000108376.1	0.01	NA	NS
Gm17137	ENSMUSG00000090559.1	0.06	NA	NS
Gm17136	ENSMUSG00000057945.3	-0.01	NA	NS
1700123J17Rik	ENSMUSG00000108676.1	0.02	NA	NS
Gm44703	ENSMUSG00000108309.1	0.05	NA	NS
Gm10155	ENSMUSG00000066180.5	0.02	NA	NS
Gm30928	ENSMUSG00000108417.1	0	NA	NS
Mir7058	ENSMUSG00000099017.1	NA	NA	NS
Gm45141	ENSMUSG00000108420.1	0	NA	NS
Rabep2	ENSMUSG00000030727.12	0.01	NA	NS
Atp2a1	ENSMUSG00000030730.12	-0.06	NA	NS
Gm24596	ENSMUSG00000084453.1	0.05	NA	NS
Gm25579	ENSMUSG00000065341.1	-0.01	NA	NS
Mir7059	ENSMUSG00000098540.1	0	NA	NS
Il27	ENSMUSG00000044701.5	0.01	NA	NS
Gm6939	ENSMUSG00000082922.3	0.01	NA	NS
Snrp1c-ps1	ENSMUSG00000108357.1	0.01	NA	NS
4930448A20Rik	ENSMUSG00000108382.1	0.04	NA	NS
Gm44824	ENSMUSG00000108554.1	0	NA	NS
Gm44855	ENSMUSG00000108649.1	-0.02	NA	NS
Gm9967	ENSMUSG00000055323.5	-0.1	NA	NS
Tbx6	ENSMUSG00000030699.16	-0.01	NA	NS
Fam57b	ENSMUSG00000058966.13	0	NA	NS
Gm44856	ENSMUSG00000108423.1	-0.03	NA	NS
4930451I11Rik	ENSMUSG00000045989.4	-0.01	NA	NS
Gm44854	ENSMUSG00000108583.1	0.02	NA	NS
Doc2a	ENSMUSG00000052301.14	0.01	NA	NS
Gm20650	ENSMUSG00000093768.1	NA	NA	NS
Gm23445	ENSMUSG00000064734.1	0	NA	NS
Gm44735	ENSMUSG00000108543.1	0.01	NA	NS
Gm21984	ENSMUSG00000095334.2	0	NA	NS
Asphd1	ENSMUSG00000046378.11	-0.02	NA	NS
Cdiptos	ENSMUSG00000097075.3	0.02	NA	NS
Pagr1b	ENSMUSG00000092534.8	0	NA	NS
Pagr1a	ENSMUSG00000030680.6	0.01	NA	NS
Gm42742	ENSMUSG00000107068.1	0.02	NA	NS
Prrt2	ENSMUSG00000045114.10	0.04	NA	NS
Gm31749	ENSMUSG00000108617.1	0.04	NA	NS
Gm25333	ENSMUSG00000088660.1	0	NA	NS
Gm44343	ENSMUSG00000106521.1	-0.01	NA	NS
Gm44939	ENSMUSG00000108327.1	0.01	NA	NS
Gm22747	ENSMUSG00000064429.1	0	NA	NS
Qprt	ENSMUSG00000030674.5	0.03	NA	NS
Gm18561	ENSMUSG00000108362.1	-0.02	NA	NS
Gm44940	ENSMUSG00000108717.1	-0.01	NA	NS
Gm25735	ENSMUSG00000092905.2	0.01	NA	NS
Gm44729	ENSMUSG00000108806.1	0.04	NA	NS
Gm17511	ENSMUSG00000090460.3	0	NA	NS
Gm31897	ENSMUSG00000108760.1	0.03	NA	NS
Smt3h2-ps2	ENSMUSG00000074184.5	0	NA	NS
Gm33080	ENSMUSG00000108663.1	-0.02	NA	NS
Gm45184	ENSMUSG00000108483.1	0.1	NA	NS
Mir7060	ENSMUSG00000098267.1	0	NA	NS
Gm47278	ENSMUSG00000105918.1	NA	NA	NS
1700008J07Rik	ENSMUSG00000101225.1	0	NA	NS
Gm28198	ENSMUSG00000101845.1	0	NA	NS
Tmem265	ENSMUSG00000106715.3	NA	NA	NS
Gm44759	ENSMUSG00000108677.1	0	NA	NS
1700120K04Rik	ENSMUSG00000099579.1	NA	NA	NS
Gm44760	ENSMUSG00000108766.1	-0.06	NA	NS
Gm39090	ENSMUSG00000108801.1	0	NA	NS
Mir762	ENSMUSG00000076454.1	NA	NA	NS
Ctf1	ENSMUSG00000042340.6	0.07	NA	NS
Ctf2	ENSMUSG00000060034.5	-0.02	NA	NS
Gm49388	ENSMUSG00000108815.1	NA	NA	NS
9430064I24Rik	ENSMUSG00000108402.1	-0.07	NA	NS
Hsd3b7	ENSMUSG00000042289.11	-0.03	NA	NS
Stx1b	ENSMUSG00000030806.6	0.03	NA	NS
Gm45204	ENSMUSG00000108808.1	0.02	NA	NS
Prss53	ENSMUSG00000044139.12	-0.08	NA	NS
Gm21974	ENSMUSG00000030804.8	NA	NA	NS
Vkorc1	ENSMUSG00000096145.2	0.02	NA	NS
2200002A13Rik	ENSMUSG00000108479.1	0.01	NA	NS
Gm26690	ENSMUSG00000097751.1	NA	NA	NS
Gm19366	ENSMUSG00000108437.1	0.02	NA	NS
Gm5738	ENSMUSG00000108696.1	0.04	NA	NS
Gm9299	ENSMUSG00000108381.1	0.01	NA	NS
Gm22809	ENSMUSG00000064677.1	-0.01	NA	NS
Itgam	ENSMUSG00000030786.18	0	NA	NS
Gm49368	ENSMUSG00000108596.1	0.04	NA	NS
Gm45700	ENSMUSG00000108578.1	NA	NA	NS
Gm17831	ENSMUSG00000108729.1	0.01	NA	NS
Gm39091	ENSMUSG00000108531.1	-0.01	NA	NS
4931431B13Rik	ENSMUSG00000108354.1	0.03	NA	NS
Gm44850	ENSMUSG00000108604.1	0.01	NA	NS
Slc5a2	ENSMUSG00000030781.13	0.05	NA	NS
Mir3103	ENSMUSG00000093215.1	0.01	NA	NS
